RCV,city,city_ascii,city_alt,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,population_proper,density,source,military,incorporated,township,timezone,ranking,zips,id,age_median,age_under_10,age_10_to_19,age_20s,age_30s,age_40s,age_50s,age_60s,age_70s,age_over_80,male,female,married,divorced,never_married,widowed,family_size,family_dual_income,income_household_median,income_household_under_5,income_household_5_to_10,income_household_10_to_15,income_household_15_to_20,income_household_20_to_25,income_household_25_to_35,income_household_35_to_50,income_household_50_to_75,income_household_75_to_100,income_household_100_to_150,income_household_150_over,income_household_six_figure,income_individual_median,home_ownership,home_value,rent_median,rent_burden,education_less_highschool,education_highschool,education_some_college,education_bachelors,education_graduate,education_college_or_above,education_stem_degree,labor_force_participation,unemployment_rate,race_white,race_black,race_asian,race_native,race_pacific,race_other,race_multiple,hispanic,disabled,poverty,limited_english,commute_time,health_uninsured,veteran
,Cottage Grove,Cottage Grove,,MN,Minnesota,27163,Washington,27163,Washington,44.8161,-92.9274,36793,36793,422,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55016 55033,1840006735,36.1,14.9,14.9,10.6,14.5,14.4,14.8,9.3,4.5,2.2,49.8,50.2,58.5,9.4,28,4.1,3.32,67.9,90337,0.3,0.8,0.8,1.4,2.8,5.1,8.7,19.2,17.5,24.8,18.5,43.3,41776,87.7,224342,1515,18.9,4.7,25.5,38.5,22.1,9.2,31.3,40.8,73.7,4.1,82.8,4.1,7.2,0.5,0,1.6,3.7,4.8,9.6,3.8,1,25.1,4.3,8.7
1,Bloomington,Bloomington,,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.8306,-93.3151,85866,85866,955,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55425 55420 55431 55437 55438,1840006747,42.2,11.1,10,12.6,13.9,12.2,14.8,11.6,7.7,6,49,51,49.4,13.2,31.5,6,2.97,60.2,70512,1.9,1.4,3.1,3.9,2.7,8,13.6,18.8,15.1,17.6,13.8,31.4,36552,67.6,227796,1247,17.4,7.1,20.4,31.9,27.6,13,40.6,40.4,69,3.9,76.9,9.3,5.6,0.4,0,3.6,4.2,8.8,11.5,7.3,2.9,21.9,6.3,9
,Waconia,Waconia,,MN,Minnesota,27019,Carver,27019,Carver,44.8413,-93.7926,12289,12232,1025,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55387,1840010008,36.4,15.6,18.3,7.7,13.8,16,13.3,5.2,5.1,5,48.6,51.4,61.3,8.9,25,4.8,3.35,74.1,89297,0.5,0.9,2.1,2.5,0.5,5,11.3,19.2,14.6,24.4,19,43.4,42006,80,266897,1680,20,3.4,19.7,26.5,36.7,13.8,50.5,33.9,76.5,1.6,96.7,0.8,0.6,0,0,0.4,1.5,2.4,6.1,1.8,0.3,26.2,1.2,6.9
,Fergus Falls,Fergus Falls,,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.2854,-96.0759,12673,13783,370,polygon,FALSE,TRUE,FALSE,America/Chicago,3,56537 56538,1840007747,43.3,12.6,9.5,13.2,11.2,10.1,13.3,11.9,7.7,10.4,48.2,51.8,50.2,12.2,27.8,9.8,2.8,57.8,43191,3.2,4.3,8.9,5.8,8,9.6,16.2,16.3,11,11.3,5.4,16.7,27516,63.2,121572,722,13.4,10.6,26.4,35.6,19.6,7.8,27.4,41.8,62,3.4,95.1,2.6,0.8,0.6,0,0,0.9,3.4,16,11.3,0.1,12.6,6.8,9.4
,Woodbury,Woodbury,,MN,Minnesota,27163,Washington,27163,Washington,44.9056,-92.923,69756,69756,771,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55129 55125,1840009998,36.9,14.8,14.9,11,13.5,16,13.8,9.4,4.4,2.3,48.1,51.9,61.1,9.4,26.6,2.9,3.23,64.5,103308,1.6,0.7,0.9,1.8,1.7,4,7.4,15.3,14.5,24,28.1,52.1,49754,78.9,295412,1627,16.7,2.7,14.4,25.7,35.1,22,57.1,48.1,74,3.3,79.8,5.8,9.4,0.2,0.2,0.9,3.7,5,6.7,3.8,0.9,24.8,3.5,6.2
,Shoreview,Shoreview,,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.0842,-93.1358,26794,26794,959,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55126,1840008938,45.1,10.9,10.7,10.8,11.6,13.9,15.9,15,7.5,3.5,48.7,51.3,59.2,10.6,25.3,4.8,2.91,63.4,84362,1.1,1.4,1.8,3,3.2,5.8,10.3,16.2,14.3,20.5,22.6,43.1,44672,81.7,248915,1285,15.6,2.6,14.1,27.8,33.1,22.5,55.6,52.8,68.6,3.1,86.1,2.1,8.7,0.1,0.1,0.5,2.4,3.1,9.3,4,1.7,25.3,2.4,6.1
,Robbinsdale,Robbinsdale,,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0261,-93.3332,14544,14544,2009,polygon,FALSE,TRUE,FALSE,America/Chicago,2,55422,1840008931,36.2,13.1,9.9,12.9,20.7,11.3,13.3,9.3,4.4,5.1,47.9,52.1,45.4,12.1,36.7,5.7,3.01,62.8,62891,2.7,2.7,5.6,4.9,5,9.4,10.7,14.9,18.6,17.8,7.7,25.5,34342,64.3,171777,1223,17.4,6.8,21.1,35.5,26,10.6,36.6,39.2,73.3,5.1,77.3,11.1,2.9,0.6,0,2.8,5.4,6.6,14.3,9.5,1.8,23.4,5.2,6.4
,Mounds View,Mounds View,,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.1072,-93.2078,13098,13098,1264,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55112,1840007840,36.6,14.6,12.3,14.3,12.2,14.2,13.1,9.9,5.1,4.2,47.2,52.8,48.3,13.5,33.2,5.1,3.21,59.6,60184,2.1,1.9,3.9,4.1,4.3,9.4,15.3,18.8,15,17,8.2,25.2,33163,69.3,178544,1093,16.9,7.8,25.9,34.3,21.2,10.8,32,44.3,70.4,3.7,77.7,5.7,8,0.7,0.3,3.8,3.7,5.8,10.9,10.3,1.8,23.3,4.4,9
,Lakeville,Lakeville,,MN,Minnesota,27037,Dakota,27037,Dakota,44.6776,-93.2521,63748,63748,681,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55044,1840007859,35.9,14.7,17.4,9.1,13.8,16.1,15.6,7.6,4,1.6,50.4,49.6,63.1,8,25.9,3.1,3.28,72.8,102943,1,0.7,1.1,1.2,2.4,5.4,7.2,13.1,16.3,24.2,27.5,51.7,46165,86.9,275785,1662,18.2,3.7,17.2,30.3,35.1,13.7,48.8,39.4,79.5,2.8,88.8,2,5,0.1,0.1,1.9,2.2,4.3,5.7,4.5,1.2,26.1,3,7.4
,Faribault,Faribault,,MN,Minnesota,27131,Rice,27131,Rice,44.2985,-93.2787,24101,23750,604,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55021,1840007889,37.1,13.2,11.3,14.3,15.6,13.2,12.5,9.4,6,4.5,53.8,46.2,43,15.8,35,6.2,3.08,55,50147,2.6,4.4,5.6,5.9,5.9,10.2,15.2,18.7,14.8,11.6,5,16.6,26926,65.3,143181,989,17.5,16.7,34,32.7,11.3,5.3,16.6,42.6,60.7,4,78.2,11.1,2.8,0.9,0.1,4.5,2.6,11.4,12.9,16,5.3,19.3,7.1,8.5
,Chaska,Chaska,,MN,Minnesota,27019,Carver,27019,Carver,44.8164,-93.6092,26561,26561,603,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55318,1840006760,36.1,14.4,14.5,12.3,14.4,15.4,15.2,7.7,3.6,2.4,49.8,50.2,55.7,11.7,29.3,3.4,3.25,74.2,81938,2,1.3,2.6,1.9,3.4,4.7,12.3,17.4,13.5,19,21.9,40.9,40201,70,252052,1546,17.8,5.1,19.5,30.1,32.2,13.2,45.4,38.3,77.6,1.7,90,2.1,2.2,0.5,0.2,1,4.2,8.8,8.2,5.2,1.4,25.2,4.6,7
,West St. Paul,West St. Paul,Saint Paul,MN,Minnesota,27037,Dakota,27037,Dakota,44.9018,-93.0858,19767,19767,1554,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55118,1840010012,36.7,13.2,11.1,16,13.2,9.9,14.2,11,5.3,6,48.1,51.9,42.9,14.3,37,5.8,3.1,59.8,52144,3.2,2.3,6.1,5,5,10.8,14.9,18.2,13.5,12.5,8.4,20.9,30721,57.5,183677,1175,18.2,10.8,26.5,33.5,18.2,10.9,29.1,40.7,67.5,6.3,73.5,6.2,4.5,0.3,0,10.1,5.4,22,14,11,4.9,22.2,8,7.1
,Virginia,Virginia,,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.5169,-92.5128,12551,8488,174,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55792 55777,1840009954,42.2,11,11.2,10.8,12.5,14.4,12.3,13.3,6.2,8.3,50.1,49.9,38.1,20.1,31.3,10.5,2.78,46.4,36327,5.4,8.8,8,7.8,8.8,9.4,16.5,10.9,10.1,10.1,4.2,14.3,23022,58.2,83926,641,13.5,6.8,29.8,43.2,14.3,6,20.3,43.3,55.6,6,90.6,0.4,0.4,5.4,0,0.2,3.2,1,22.1,24,0.3,15.5,6,8.6
,Coon Rapids,Coon Rapids,,MN,Minnesota,27003,Anoka,27003,Anoka,45.1755,-93.3095,62656,62656,1070,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55433 55448,1840006714,38.2,12.9,10.7,13.6,14.8,11.9,14.9,11.5,6.5,3.3,48.4,51.6,50.4,13.8,30.7,5.1,3.13,62.3,68586,1.4,1.5,2.1,3.8,3.8,7.5,14,21.6,16.2,18.5,9.7,28.2,33688,76.2,178313,1180,17.9,6.6,29.7,38.3,18,7.4,25.4,41.6,72.1,4.8,85.3,6,4,0.3,0.1,1.2,3.2,3.9,11.6,7.2,2.4,26.4,5.2,8.3
,Hopkins,Hopkins,,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9261,-93.4056,18678,18678,1770,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55305 55343,1840006749,33.1,13.6,9.1,19.2,19,9.5,12,8.5,4.9,4.3,47.7,52.3,40.8,13.3,41.2,4.7,3.1,57.3,53027,1.3,1.3,6.3,6.9,4.7,9.4,17,23.6,10.2,10.8,8.6,19.4,33824,32.7,210614,1330,20.7,7.6,21.1,29.7,30.6,11,41.6,55.3,73.7,5.8,60.3,20.1,9.9,0.5,0.2,6.2,2.8,11.4,12.5,13.3,7.3,21.2,5.7,6.4
,Cambridge,Cambridge,,MN,Minnesota,27059,Isanti,27059,Isanti,45.5612,-93.2283,15486,8803,455,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55008,1840006692,36.9,16.1,11.3,12.6,13.9,9.4,13.2,7.8,7.3,8.6,47.5,52.5,42.3,18.9,28.8,10,3.16,52.2,48995,3.2,1.2,6.8,3.7,4.3,13,19,16.5,11.2,18.9,2.2,21.1,28047,63.4,137323,1027,20.3,9.9,33.4,38.5,13.1,5.1,18.2,38.5,62.9,3.7,91.8,1.1,2.5,0.2,0,0.4,4,1.5,18.2,9.1,0,31.7,4.1,7.7
,St. Michael,St. Michael,Saint Michael,MN,Minnesota,27171,Wright,27171,Wright,45.2014,-93.692,17565,17565,207,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55313 55376,1840008901,34.4,16,18.1,10.4,14,16.6,11.9,6.5,4.7,1.8,52.9,47.1,63.4,5.6,27,4,3.5,73.1,102862,0.5,1,1.6,0,3.6,4.3,9,14.4,14.1,32.8,18.7,51.5,42258,88.4,231300,1551,17.3,4,18.7,38.7,29.1,9.5,38.6,37.3,79.9,4.1,92.2,3.6,1.9,0.7,0,0,1.6,1.7,7.6,1.1,0,34.4,2,6.4
1,Minneapolis,Minneapolis,,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9635,-93.2678,2926757,422331,3019,polygon,FALSE,TRUE,FALSE,America/Chicago,1,55403 55409 55408 55407 55406 55405 55404 55402 55401 55430 55454 55455 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55460 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,1840007830,32.1,12.4,11.1,22,17.6,12,11.1,8.2,3.5,2.1,50.6,49.4,34.3,11.6,51,3.1,3.18,62.3,55720,4.2,4.9,5.7,4.9,4.9,8.8,12.1,16.3,11.6,13.9,12.7,26.6,30164,47.3,222077,1387,19,10.7,16.4,24.6,29.3,19,48.3,45.1,74.2,6,63.9,18.9,6,1.2,0,4.9,4.9,9.8,11.2,20.7,6,22.9,8.5,4.4
,Buffalo,Buffalo,,MN,Minnesota,27171,Wright,27171,Wright,45.1794,-93.8644,16744,16201,863,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55313,1840006703,33.9,16.7,13.8,13.4,14.5,13.2,8.2,10.1,6.7,3.4,48.7,51.3,53.7,13.1,29.6,3.6,3.17,59.9,66910,2.1,3.5,3.5,1.9,3.1,8.7,15.3,18.9,15.9,16.8,10.4,27.2,32546,68.8,183890,1194,17.9,5.2,28.3,39.4,21.3,5.8,27.1,37.3,70.8,4.6,97.4,0.8,1.3,0.1,0,0,0.4,1.4,12.3,9.7,0.8,28.7,5.1,8.2
,Farmington,Farmington,,MN,Minnesota,27037,Dakota,27037,Dakota,44.6572,-93.1687,23067,23067,609,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55024,1840007853,33.7,17.9,15.7,10.3,16.3,18.3,11.5,5.5,2.6,1.9,48.2,51.8,61,10.1,26.4,2.5,3.34,72,88674,0.4,0.7,2.2,1.7,1.5,5.6,11,18.2,17.9,23.1,17.7,40.8,41377,86.2,224223,1568,19.7,3.9,22.8,39,25.8,8.4,34.2,35,81.1,2.2,91,1.8,2.7,0.2,0,1.3,3,3.1,6.7,2.6,1.8,28.5,4.5,6.7
,Alexandria,Alexandria,,MN,Minnesota,27041,Douglas,27041,Douglas,45.8777,-95.3766,20851,13592,304,polygon,FALSE,TRUE,FALSE,America/Chicago,3,56308,1840006680,38.7,10.5,11.1,16.5,13.2,7.8,11.6,10.1,9.6,9.6,49,51,48.1,12.4,29.6,9.9,2.7,56.3,46009,2.6,5,6.7,5.3,9.8,9.9,13.8,18.4,11.9,12.7,3.9,16.6,25312,53.7,163769,869,16.2,7.1,28.7,41.2,16.4,6.7,23.1,39.2,63.6,3,95.1,1.1,0,0.8,0,1.1,1.8,2.1,16.1,11.8,0.1,12.7,3.8,9.1
,Hugo,Hugo,,MN,Minnesota,27163,Washington,27163,Washington,45.1671,-92.9588,14828,14828,171,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55110 55038,1840006739,35.3,16.1,13.7,11.4,15.4,17.5,10.8,9.1,4.1,1.9,50.9,49.1,58.1,12,27.6,2.3,3.19,68.6,88813,1.1,0.2,1.8,2.9,2.5,4.2,9.6,13.7,22.1,21.2,20.7,41.9,44660,87.4,251133,1510,19.3,2.3,23.2,35.2,28.2,11,39.2,37.3,78.3,2,95.3,1.1,2.1,0.2,0,0,1.3,2.3,7.2,3.9,0.3,29,2.7,6.5
,Mankato,Mankato,,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.1711,-93.9773,61912,42264,855,polygon,FALSE,TRUE,FALSE,America/Chicago,3,56001 56002,1840008975,25.5,10.1,15.3,31.4,11.6,8.2,8,7.8,4.1,3.5,50.3,49.7,33.5,7.8,54.8,3.9,2.86,59.5,45035,4.9,3.7,6.3,6.4,6,11.2,15.9,15,13.1,11.4,6.1,17.5,20545,50.5,165534,1027,17,5.6,24.1,33.8,22.9,13.7,36.6,38.6,71.7,5,88.8,4.4,3.1,0.4,0,0.4,2.8,3.8,9.5,24.5,0.9,15.5,3.8,6.5
,Golden Valley,Golden Valley,,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9901,-93.3591,21520,21520,814,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55422 55427 55426 55416,1840007824,45.3,10.7,9.7,9.5,13.1,14,14.7,14,7.2,7.2,47,53,53.6,11.3,27.5,7.6,2.81,60.8,87964,1.2,1.5,3.4,3.5,3,7.7,8.2,14.7,12.4,19.9,24.4,44.3,44362,74.2,274841,1492,16.8,2.8,13.7,25,35.8,22.8,58.6,39.6,67.7,4.3,83.9,7.2,4,0.8,0.1,0.4,3.6,2.9,10.6,8.2,1.6,22.5,4.1,5.2
,Champlin,Champlin,,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1702,-93.3903,25022,25022,1185,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55316,1840006746,38.4,14.2,14.5,10.9,12.1,14.9,18.2,10.1,3.2,1.8,47.9,52.1,61.2,8.8,26.3,3.8,3.21,72.1,89043,1.1,0.7,1.4,1.9,2.4,5.4,9.5,19.6,14.8,25,18.4,43.4,40944,85.3,219791,1404,17,3.2,21.9,38.3,25.5,11.1,36.6,36.4,77.7,3.3,85.5,8.6,2.5,0.2,0,0.4,2.9,2.3,7.1,4.2,1.6,26.9,2.1,7
,Rochester,Rochester,,MN,Minnesota,27109,Olmsted,27109,Olmsted,44.0151,-92.4778,116713,115733,809,polygon,FALSE,TRUE,FALSE,America/Chicago,2,55902 55901 55906 55904 55905,1840008987,35.5,13.9,12.3,14.3,15.3,12.1,12.9,9.4,5.4,4.3,48.4,51.6,52.8,10.8,31.6,4.7,3.04,61.7,68574,2.4,2.2,3.8,3.5,3.7,8.8,11.6,18,14.6,16.9,14.4,31.3,35801,69.4,176570,1115,15.8,6,19.4,29.8,24.7,20,44.7,59.6,71.2,4.8,80.7,7.4,7.3,0.4,0,1.2,3,5.8,10.7,10.4,3.4,16.2,5,7
,North Mankato,North Mankato,,MN,Minnesota,27103,Nicollet,27103,Nicollet,44.1814,-94.0386,13746,13746,856,polygon,FALSE,TRUE,FALSE,America/Chicago,3,56003,1840007896,38,13.7,12.5,12.1,13,13.6,13.1,11.1,6.3,4.4,49.9,50.1,55.3,11.7,27.3,5.6,2.92,65,61900,2.1,2.6,4.3,2.5,6.4,9.7,12.9,21,14.1,14.8,9.7,24.5,33763,71.1,178221,1073,17.3,4.2,23.6,36.6,24.8,10.8,35.6,37.5,75.8,5.5,91.3,5.3,1.3,0.1,0,1,1.1,2.4,11.2,8,0.9,16.4,2.9,8
,Sartell,Sartell,,MN,Minnesota,27145,Stearns,27145|27009,Stearns|Benton,45.6186,-94.2205,17752,17752,686,polygon,FALSE,TRUE,FALSE,America/Chicago,3,56377,1840008886,34.3,15.9,14.8,13.1,16.3,14.7,9.3,8.5,2.6,4.6,49.7,50.3,56,10.4,29.3,4.3,3.09,66.7,74391,2,1.4,1.8,4.2,4.1,7.3,11.1,18.6,13.7,20.1,15.6,35.7,37856,65.1,186375,1337,16,2.7,16.1,37.6,30.1,13.5,43.6,38.5,76.2,2.6,92.3,1.7,4.2,0,0,0.6,1.1,1.9,9.8,4.1,0.2,20.2,2.3,5.9
,Rosemount,Rosemount,,MN,Minnesota,27037,Dakota,27037,Dakota,44.7465,-93.0662,24344,24344,282,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55068,1840008951,37.5,15.9,14.4,10.2,14.1,15.5,14.9,9.1,4.2,1.7,49.3,50.7,61.5,9.8,25.2,3.5,3.27,70.3,94341,0.5,1.1,1.4,3.2,2.2,4.8,9.9,14.8,15.1,22.4,24.6,47,43465,85.9,250594,1519,17.3,4,17.4,32.8,32,13.7,45.7,42.5,78.5,2.7,85.7,5,5,0,0,1.1,3.3,3.9,6.7,4.5,1,26.3,3.2,7.5
,Monticello,Monticello,,MN,Minnesota,27171,Wright,27171,Wright,45.298,-93.7984,27215,13599,599,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55362,1840007795,33.6,17.7,14.5,10.4,17.7,13.6,11,6.8,4.5,3.9,50.4,49.6,50.6,14.2,30.1,5.2,3.24,57.7,66478,1.4,1,3.2,6.4,4.5,6.7,12.6,21.3,16.7,20.3,6,26.3,32490,72.5,182596,1204,17.7,7.7,31.1,39.5,16,5.8,21.8,41.7,71.6,5,92.1,1.9,0.5,1.7,0,2,1.7,6.3,10.2,5.3,0.5,26.7,3.6,8.2
,Hastings,Hastings,,MN,Minnesota,27037,Dakota,27037,Dakota,44.7318,-92.8538,22882,22722,852,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55033,1840006770,39.8,12.2,11.5,12.4,14.2,12.7,14.6,10.7,6.5,5.1,50.6,49.4,48,14,31.1,6.9,3.02,59.5,66403,2.3,1.4,2.5,4.3,3.9,8,12.3,23.5,14.2,16.7,10.9,27.6,33388,72,192618,1147,17.8,5,31.6,33.8,21.2,8.4,29.6,41.2,67.9,4.3,94.2,1.3,0.5,0.5,0.1,1.2,2.2,3.3,13.1,8.2,0.3,23.7,3.7,10.3
,East Bethel,East Bethel,,MN,Minnesota,27003,Anoka,27003,Anoka,45.3557,-93.2038,11928,11928,103,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55092 55011 55005,1840007797,40.1,12.7,11.1,12.7,13.2,12.8,22.2,9.2,4,1.9,52.3,47.7,61.6,8.3,27.2,2.9,3.08,69.7,86893,0.9,0.1,0.6,1.7,2.1,5.3,9.8,20.3,15.6,27.2,16.2,43.4,39086,94.7,221711,1344,17.8,4.1,33.7,38.6,17.5,6.1,23.6,38.4,75.5,3.9,95.1,0,1.5,0.7,0,0.3,2.3,0.6,10.3,4.1,0,35.9,4,8.5
,Savage,Savage,,MN,Minnesota,27139,Scott,27139,Scott,44.7544,-93.3631,31352,31352,776,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55378,1840008957,35.7,16,15.3,11.4,13.4,16.8,15.2,7.2,3.4,1.2,49.7,50.3,61.4,8.1,27.3,3.3,3.37,77.7,101899,0.8,0.7,1.8,2.9,1.5,5.4,8.4,12,15.6,26,25,51,42908,84.6,276395,1732,18.2,4.1,17.8,33.5,30.5,14.2,44.7,43.4,79.3,3.2,80.5,6.7,8.3,0.2,0,1.4,2.9,3.1,7.5,5.8,2.6,25.4,4,5.1
,Vadnais Heights,Vadnais Heights,,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.057,-93.0747,13561,13561,749,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55127 55110,1840010004,43.3,13.9,10.9,11.2,10.8,11.9,18.1,13.5,6.3,3.4,45.5,54.5,56.6,11.8,27.4,4.2,2.99,65.6,77855,1.9,2.3,0.2,3.4,3.8,8.8,11.3,16.8,12.5,21.5,17.6,39.1,40402,82.5,223246,1151,15.5,5.1,22.8,28,28.9,15.2,44.1,52.6,71.2,2.5,83,5.4,7.8,0,0,1.1,2.7,3.8,8.6,6,1.8,24.8,2,6.3
,Inver Grove Heights,Inver Grove Heights,,MN,Minnesota,27037,Dakota,27037,Dakota,44.8247,-93.0596,35392,35392,490,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55077 55076,1840007858,40,10.6,14.1,13.1,12.2,13.5,16.2,10.5,5.9,3.8,50,50,51.6,13.2,30.1,5.1,3.07,61.2,73296,1.5,1.9,3.7,3.2,2.2,8.3,10.9,19.7,15.2,16.4,16.9,33.3,37112,69.5,227046,1274,17.4,7.6,23.4,33.7,25.5,9.8,35.3,42,71.3,5.3,81.9,4.8,5.3,0.2,0,5.2,2.5,10.3,11,8.2,4.2,22.1,5.5,8.3
,Brooklyn Park,Brooklyn Park,,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1112,-93.3505,80581,80581,1193,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55444 55429 55428 55443 55445,1840004023,33.7,16.4,14.3,13.4,15.3,12.4,12.8,9,4.4,2,48.4,51.6,48.5,10.7,36.4,4.4,3.49,62.3,68274,2.2,1.6,3.5,3.5,4.3,8.2,14.3,18,15.8,17.8,10.8,28.6,33153,71.2,193641,1356,19.3,10.4,23.9,36.3,21.4,7.9,29.3,40.7,71.8,5.1,48.8,27.8,17.3,0.5,0.1,1.9,3.5,6.2,9.7,10.5,5.5,26,9.4,5.7
,Edina,Edina,,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.8914,-93.3602,51958,51958,1298,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55424 55436 55435 55439 55410,1840007822,44.6,12,13.3,7.9,10.2,14,14.9,12.3,8.2,7,47.4,52.6,58.9,11,23.1,7,2.99,56.8,96477,2.3,1.5,2.8,3.2,3.6,5.3,9.6,12.6,10.5,15.7,33,48.7,50027,72.3,435189,1820,17.8,2,9.4,18.8,39.7,30.1,69.8,44.8,63.6,3.3,85.9,1.9,8.1,0.2,0,1.4,2.5,3,9.1,4.7,2.4,20.8,2.3,6.3
,Ramsey,Ramsey,,MN,Minnesota,27003,Anoka,27003,Anoka,45.2617,-93.4494,26587,26587,355,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55303,1840008904,35.4,13.8,15.3,12.4,15.5,14.8,13.8,9.2,4.3,1,51,49,60.9,7.7,28.7,2.7,3.29,72,92984,0.6,0.3,1.4,1.5,1,3.7,8.3,18.5,19.5,29.1,16.3,45.4,41761,87.3,221444,1464,17.8,4.4,27.3,39.4,21.5,7.4,28.9,41.4,77.6,2.5,91.5,1.9,3.2,0.3,0,0.7,2.5,2.2,7.5,2.8,0.7,31.2,3.9,7.7
,Mendota Heights,Mendota Heights,,MN,Minnesota,27037,Dakota,27037,Dakota,44.8815,-93.14,11343,11343,481,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55120 55118 55150,1840007855,50.4,8.1,13.5,8.3,8.3,11,18.6,17.9,8.8,5.5,48.5,51.5,61.4,9.2,23.8,5.5,2.83,59.3,107865,1.2,2.2,2.2,1,2.1,5,8.6,12.9,12,16.6,36.2,52.8,49559,87.2,360178,1526,14.8,1.9,13.1,22.1,35.5,27.3,62.8,43.9,64.6,4.1,93.2,1.2,2.6,0.2,0,1.1,1.7,3.9,8.9,4.3,0.5,22.3,2.3,6.4
,Blaine,Blaine,,MN,Minnesota,27003,Anoka,27003,Anoka,45.1696,-93.2078,64557,64557,757,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55014 55434 55449,1840006719,37.3,15,13.3,9.9,16.1,14,14.3,10.7,4.7,2,49.5,50.5,59.5,10.6,25.5,4.4,3.15,65.4,80423,1.7,1.2,1.7,2.1,3,6.3,10.8,18.7,17.8,21.8,14.9,36.7,40172,86.1,201642,1298,18.1,5.2,25.6,35.6,22.9,10.7,33.6,44,74.3,3.5,81.8,5.2,7.5,0.7,0,1.8,2.9,4.1,8.6,5.5,2.5,26.4,3.6,8.3
,Red Wing,Red Wing,,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.5816,-92.6036,14325,16412,181,polygon,FALSE,TRUE,FALSE,America/Chicago,3,55089 55066,1840008959,41.6,13,11.5,12,11.3,11.6,14.3,12.2,7.8,6.1,48.9,51.1,53.7,13.3,25.5,7.6,2.8,50.5,50746,2.4,3.8,6.2,4.4,5.9,10.9,15.8,15.7,12.6,15.6,6.6,22.2,30184,65.2,163133,1026,16.7,6.7,32.7,36.5,16.2,7.9,24.1,35.7,62.4,6.6,90.1,1.9,0.6,2,0,1.2,4.2,5.3,12.5,16.1,1.1,20.5,8.7,10.7
,Worthington,Worthington,,MN,Minnesota,27105,Nobles,27105,Nobles,43.6282,-95.599,13093,13247,657,polygon,FALSE,TRUE,FALSE,America/Chicago,3,56187,1840010036,32,16.5,15.8,14.3,13.4,11.7,10.5,7.3,5.6,4.9,50.5,49.5,47.8,8.3,37.6,6.3,3.26,54.4,49016,4,4.7,8.9,6.1,5.3,9,12.7,20.7,12.5,9.9,6.3,16.2,25739,60.2,128013,720,13.1,33.8,28.4,23.8,9.3,4.7,14,43.8,67.6,8.7,66.5,6.8,9.9,0.7,0,14.2,1.9,41.2,12.6,20.8,17.6,13.7,11.1,5.6
